Protein
P61923
Q8TC07
Q6UWD8
Q13322
P18031
Q9UEY8
P06753
O43272
Q9ULH0
Q14896
Q9NX74
P53804
Q9Y2D4
Q5VUR7
Q9BZK7
Q3KQV9
Q9H0S4
Q4G0F5
Q9NRL2
Q8TDL5
Q9NYQ3
Q92564
Q5TBA9
Q96B49
Q53XR6
P13807
Q9NUQ3
Q16533
P55283
Q14CX7
Q86YD3
O75896
O75665
Q4G0X0
Q5JY90
Q9Y2C5
O43768
Q2NKX8
Q6IBE6
Q6ZMS4
Q8NDL9
Q05DN2
O75844
Q9UQV4
Q14592
Q9H4I2
Q59EA3
Q96IP4
Q9BQ51
Q6IBB5
Q9H1N7
Q7Z2H8
Q9NP80
Q9BYE7
Q92482
Q8WVX4
Q9H614
Q9UHD2
Q6NZ63
P01116
Q9UI36
Q9Y2D2
Q96NU1
Q8NC96
P32242
Q8WV16
Q9P0I2
P52564
P26368
P05089
P78527
P83881
Q99996
P46934
O43707
P05997
Q5TA78
P54852
Q9NUB1
Q86VM9
Q6NVC0
P25774
Q546S1
Q9BST9
Q5SXM8
Q8NEF9
Q9Y2H0
V9HWD4
Q8TCU6
Q92743
U3KQ90
Q9H6R7
Q5H9R4
Q96JM7
P49207
O94763
Q6PF06
A1L390
P21579
Q9UIH9
Q9H4E7
P78367
Q86VR8
Q9NS67
P04004
Q13530
P09237
O60814
Q6ZTA4
Q13324
Q9UM82
Q9BPZ7
P05452
P16989
Q8HWS3
P39905
Q8WU79
Q13115
Q86TP1
Q9P0J1
Q96QT6
O60318
Q86TJ5
Q9H2V7
Q9H6S1
Q9BYD1
Q9Y606
P54315
Q93034
Q9C029
P48431
Q9NS23
Q9NW64
Q8WTS6
Q5T2N8
M9QQA5
Q12796
Q8TCX1
Q7RTV0
Q2TAC2
Q9Y5F8
Q8N5Z0
Q6P9F5
Q96GA7
P06401
Q53XM7
O43559
Q9NV35
V9HWF5
Q13867
P06702
Q03426
Q96F05
Q53GP3
Q99424
Q9UG47
Q8IY95
Q5JTJ3
P51955
Q4G0J3
Q9H0N5
Q8WX94
C9JR72
Q96G21
Q9C0C4
Q8WW59
Q969P6
Q6ZXV5
P07550
O95551
Q04206
Q16760
Q4G176
Q9HCN4
Q15637
Q9H1B5
C9JCN9
Q8WUY3
Q9NQ50
Q8NCH0
Q9ULF5
Q9HD42
O43665
Q8TEW6
Q99983
P28289
Q569K6
B4DEF8
P68036
Q9HAU8
Q5TCM9
Q6PI98
P51810
Q9NPI7
O60641
Q9UKS6
O00303
Q86UV7
O00482
O15117
O75970
Q9BWT1
Q99811
Q9BPZ2
Q2UVF0
Q9UBX2
Q8N4Y1
Q8NI77
Q9NXK6
Q8WXI9
Q6IB77
Q7Z570
Q9BX79
Q96PQ6
Q9Y6W3
P21675
Q96SF7
Q12933
Q9UBT2
Q8NEB1
H3BS89
Q96AY5
Q9NXC5
Q86X27
Q6NWY9
Q92838
A4D1S5
Q9Y6J0
P55017
Q504X9
O43324
Q9BYZ6
Q9HCK8
P55145
P22304
Q9BU79
P61326
O60333
Q86WB7
Q9UQE7
Q9P2J5
O00141
Q9NW72
O15357
Q9P127
P29973
Q96PB7
Q9BXM0
O43825
Q9H825
Q96HD8
Q14541
Q92932
Q9Y6L7
Q9NWV8
Q99466
Q5T5P2
P15169
O75459
Q92769
Q9NVE7
P48764
Q969S8
Q16082
P10147
Q96EX1
Q5VZQ5
O60404
P53634
Q15599
P54849
Q5T5M9
Q06AH7
Q16589
P11465
A0A0B4J2F8
Q86U70
Q9P2M1
Q8WW12
Q9BX97
O75179
P25325
Q8N4V1
Q9H2G9
W4VSQ9
P68363
Q5D862
O00203
Q86WK9
P47775
P09874
Q9H3K2
Q9C002
Q5R3F8
Q15744
P09972
Q5T6V7
Q6ZMD2
Q96I34
P07355
P62910
Q8NHZ8
Q13469
Q9P0P8
Q9HB03
P08514
Q15345
P54922
Q9C098
Q6PID8
Q53FV0
P07741
Q8IXH6
Q9C030
P31415
P43121
Q9Y2V7
Q9NU02
Q6PIV2
Q86YR5
Q8TDR2
Q66K74
P68871
P68106
Q9BQ16
Q9BVP2
Q93073
Q9H361
Q9Y2A7
Q9BV79
Q9H9S3
Q9HA65
P49903
Q4VB56
Q13258
Q13042
Q86XN7
Q9BYX2
Q99732
Q14596
P61587
Q9BRT6
Q96JY6
Q7Z4W2
Q12830
Q5XUX0
Q7L0J3
Q9BQ70
P23280
O95257
Q14CN4
Q9NRI5
P46531
P36021
Q9P299
P32239
Q8TBE3
Q2TAL6
P26998
P57060
Q13145
Q14558
Q53QW1
P49716
Q9UPV0
Q8NI37
Q9H7U1
Q9HCK3
Q9NYX4
Q96BW9
A1A4G5
Q9P2N4
X5D7F5
O75923
Q5T280
P53004
Q5TZF3
Q99880
Q96HD9
Q9NRD5
P20827
Q5TCQ9
Q8TDU9
P23771
P62945
Q53FZ2
Q9H488
Q96PM5
Q8TEV9
Q59GX2
Q9H3Q3
Q8NFP4
O14920
P60602
Q96L12
Q5JB40
O96020
Q7RTW5
Q658Y4
P07766
Q9P265
Q86TJ2
Q8N9N8
Q9H7P9
P02765
Q9NY56
P48230
Q9BXW9
Q59E93
Q96QD8
Q8N7C3
Q59EW6
Q7Z402
Q6FGY1
O75351
Q15651
Q9BX66
Q8NET8
A0A0A6YYG8
P46952
Q5F0I5
O43164
Q9H6I2
Q9UQB3
Q5VW00
Q96AP4
Q9HCJ0
Q9BXY8
Q9Y2X0
Q96BH1
P61225
Q59FG1
Q9H9B1
Q9Y4G2
Q9Y375
X5DR89
Q15678
Q7Z7H5
P49720
Q96MF7
Q86YR7
Q96AG4
Q8IXN7
Q14679
Q9UNA4
Q9UMY1
Q59GY7
O14669
P25024
B2RTU8
Q68DX5
Q8TDQ1
Q96IZ5
Q9BVT0
Q9NZK7
P57082
Q6FH10
Q8NF37
Q69YI7
Q5M9Q1
Q92922
Q3YEC7
O60524
Q15506
P0DJI9
Q99567
V9HWC5
Q9UHY1
Q5SRI9
Q8TE56
Q9BQI7
P04085
Q05DA4
Q2T9J0
Q9UJX6
Q8TBB0
O95297
Q1M183
Q5VWG9
O60671
