Protein
P61923
Q13322
P18031
P01133
P34982
O00763
Q95460
Q8NDV7
Q9BZK7
Q92621
O95347
Q9NRL2
Q9JIH2
O43255
O88703
P43246
Q920D5
Q9JHD2
Q8WXI2
Q16533
Q14CX7
O88522
P12081
O75665
Q92502
P03495
O14672
P62487
P05230
Q12899
Q784Z8
O95967
Q99075
Q8N6T7
Q86SZ2
Q9NRJ3
O75844
Q9Z0Y9
P04499
O41947
Q9CZD3
P08138
P32246
Q9NPP4
P04643
Q9NUX5
P23025
Q9BYE7
P26992
O95750
P42703
P43405
Q92552
P06726
Q9UHD2
P63146
P01116
Q16663
P46734
Q6STE5
Q8WV16
O00629
P52564
Q9Y6K9
P43249
P26368
P78527
G5E852
Q01718
P41212
Q99996
Q16186
P46934
O43707
Q9NR31
Q99558
P08107
P25774
Q03160
Q9BST9
P46414
P25146
Q08048
F1PFK4
Q9GZX6
P09920
Q9EP80
Q99801
Q8CJG0
Q92743
Q8TCU6
Q02241
A9QPL8
Q9H1D9
Q96JM7
Q12815
P10415
P51943
P21579
Q7KZ85
P50153
Q5JU69
P07830
Q91XC0
P30622
P32881
P15408
P02304
O89293
O14879
O00459
Q05086
Q02641-1
P57775
Q9BX63
Q2GJL5
O60814
Q14643
P16989
Q9BPZ7
P39905
Q7TQJ8
O43741
Q66GS9
Q02242
Q08999
P97879
P78347
Q92945
P18428
Q4W5X0
O94913
Q96QT6
O60318
P54763
Q9BSB4
O15551
Q99962
P23458
O75340
Q9H6S1
Q3U182
P05166
Q93034
D3W0D1
Q9NS23
P57771
P48431
P42568
Q8WTS6
P05362
Q15256
Q12931
P18113
O75127
P51878
A8MYU2
P49792
P06401
Q9NS37
P12978
P20809
A8T7D5
O00499
O75475
P06702
P30281
P10828
P02549
P62834
Q4G0J3
P88990
Q13503
P98161
P35225
Q8N365
P20029
O76074
E0VIU9
Q8WXE1
P07550
Q15831
P49023-2
O82882
B1WBR1
P10242
Q9Y5N1
Q04206
Q9UPY6
P03180
P06493
P42684
Q15542
P62989
Q16760
P23471
Q15637
O95477
Q14686
P56716
P20639
Q53ET0
O70552
P35249
Q9UBQ5
Q6XW05
O43294
Q9HD42
P41226
O43665
P52597
P35228
P14866
O75379
P15924
P19235
Q9NQT8
P68036
O60462
P48740
O35618
P51810
Q9NPI7
Q8WVT3
O00303
O00482
O15117
Q08509
Q9HCN6
P31273
P14784
Q5XLA6
Q9EQZ6
Q8WXI9
P21675
P29751
Q7LG56
Q12933
Q6ZQ88
P18564
Q9UBS4
Q9UBT2
Q3V6T2
Q16520
Q9NXC5
Q13542
O35867
Q6GN08
P17542
O73557
O75943
O43324
P08151
Q9HCK8
P00740
O75581
P61326
Q13112
P31946
Q8IZJ1
Q8WTT0
O60333
Q00195
P14859
Q9UQE7
O00141
P25118
P00966
O15357
E2QRJ1
Q61091
P34015
O43823
Q8IXB1
P04198
P09914
Q92769
Q9BVJ6
Q9UMS6
Q8CII8
P15813
P08581
P10147
P49847
P42263
P18067
Q6PAL8
Q8TAF3
Q13643
P17535
O13144
Q07011
Q8WVL7
Q9UBF8
Q91X58
Q15599
P61758
P68466
Q15165
Q13813
P49137
P09958
Q14980
O75367
Q86U70
Q14186
Q01668
Q6PGQ7
Q9J3M8
Q93068
P14780
O75179
P63244
Q86YL7
P25325
P23769
Q86UT6
P21781
Q60520
Q9Y297
Q96HQ2
Q5EBH1
P53297
Q8TAD8
O00203
Q86WI1
Q9HCU9
Q5DW34
P09874
P08571
Q08289-1
Q8NHZ8
Q13469
Q9BY43
Q05193
O43323
O15534
P27695
P30681
Q9ULM6
P08514
P21453
Q9UMR2
Q15303
P07602
Q99383
Q15369
Q9NQS7
Q9Y2V7
Q8TD16
Q62145
O43921
P68106
P13612
P43121
P0CF65
P68871
Q9Y2A7
P04629
Q9BQ06
Q994M8
Q13042
P29459
P0CW72
Q13889
Q5XUX0
Q12830
P88980
P47745
Q9BVA6
O95257
Q9UMW8
P01100
P46531
