Protein
P91870
A2AUM9
E9Q4Y4
Q7KN62
Q7K0S5
Q9V345
Q9XZ58
Q9V407
P54367
P18431
Q23977
P15917
Q9VM93
Q9VQY9
Q9W2V7
Q9XYU0
O96989
P02255
Q8SWR8
Q9VH20
P20028
Q9Y1B2
Q7K2L1
Q9VUX3
Q9VBY7
Q9VJ83
Q9V3N4
O16810
Q24168
Q9W102
Q24169
Q24592
O00631
P26678
C0HJH4
C0HJH3
Q86BA1
Q8INK9
Q7JY94
O01368
Q8MSQ4
Q4V5V6
Q9VBP0
Q86B50
Q0KHR4
Q9VF30
Q9VSR3
P32866
A1Z9E2
Q9VC64
Q96S15
P00740
Q8T045
P21519
P28750
