Protein
P45447
P45594
P45888
P45889
P45890
P46150
P46222
P46415
P46461
P46824
P46863
P46867
P47825
P47947
P47948
P47980
P48148
P48149
P48159
P48375
P48423
P48451
P48456
P48461
P48554
P48591
P48592
P48593
P48596
P48598
P48601
P48603
P48604
P48605
P48608
P48609
P48610
P48611
P48612
P48613
P48809
P48810
P48987
P48994
P49021
P49028
P49071
P49258
P49415
P49735
P49846
P49847
P49858
P49905
P49906
P49963
P50445
P50534
P50536
P50887
P51023
P51123
P51140
P51406
P51521
P51592
P52029
P52034
P52172
P52304
P52487
P52654
P52656
P52905
P53501
P53997
P54192
P54269
P54350
P54353
P54356
P54357
P54359
P54360
P54361
P54367
P54397
P54622
P54623
P54733
P55035
P55162
P55824
P55828
P55830
P55841
P55965
P56175
P56538
P56672
P61209
P61851
P61855
P61857
P62152
P81900
P81909
P81914
P81917
P82147
P82295
P82705
P82711
P82804
P83101
P83949
P83967
P84040
P84180
P91622
P91623
P91641
P91660
P91664
P91682
P91891
P91928
P91929
P91938
P92177
P92204
P92208
P98081
P98149
P98159
P98163
Q00449
Q00748
Q00805
Q01068
Q01069
Q01071
Q01083
Q01637
Q01642
Q01643
Q01644
Q01645
Q01820
Q01842
Q01989
Q02360
Q02361
Q02637
Q02748
Q02870
Q02936
Q03017
Q03019
Q03372
Q03427
Q03720
Q04164
Q04448
Q04499
Q04688
Q04691
Q04787
Q05201
Q05319
Q05337
Q05344
Q05547
Q05652
Q05733
Q05783
Q05913
Q06453
Q06521
Q06559
Q06849
Q06943
Q07093
Q07152
Q07171
Q07327
Q07407
Q07436
Q08012
Q09024
Q09332
Q0E940
Q0E9B6
Q0E9G3
Q0KHT7
Q11002
Q23971
Q23972
Q23973
Q23976
Q23979
Q23985
Q23989
Q23997
Q24008
Q24009
Q24020
Q24025
Q24039
Q24040
Q24046
Q24048
Q24093
Q24106
Q24117
Q24118
Q24139
Q24141
Q24142
Q24145
Q24151
Q24152
Q24154
Q24157
Q24168
Q24169
Q24185
Q24188
Q24192
Q24210
Q24214
Q24248
Q24251
Q24255
Q24256
Q24266
Q24270
Q24276
Q24297
Q24298
Q24307
Q24311
Q24317
Q24318
Q24319
Q24320
Q24322
Q24323
Q24325
Q24337
Q24338
Q24342
Q24368
Q24371
Q24372
Q24400
Q24407
Q24418
Q24434
Q24439
Q24459
Q24472
Q24475
Q24478
Q24492
Q24498
Q24509
Q24524
Q24533
Q24535
Q24536
Q24547
Q24558
Q24562
Q24568
Q24570
Q24573
Q24574
Q24592
Q24595
Q26263
Q26366
Q26377
Q26416
Q26454
Q27268
Q27272
Q27297
Q27324
Q27350
Q27368
Q27377
Q27403
Q27415
Q27571
Q27591
Q27593
Q27606
Q27607
Q27884
Q27889
Q27896
Q27934
Q3LHL9
Q45VV3
Q4LBB9
Q4V5I9
Q5EAK6
Q6AWG9
Q6AWJ9
Q6AWN0
Q6J5K9
Q6NN85
Q6NP60
Q6WV16
Q6WV20
Q76NQ1
Q7JRJ1
Q7JUR6
Q7JUX9
Q7JUY7
Q7JVE7
Q7JVI3
Q7JW12
Q7JW27
Q7JWD3
Q7JWR9
Q7JWW5
Q7JXV9
Q7JYV7
Q7JZB4
Q7JZM8
Q7K0F0
Q7K0L4
Q7K0S9
Q7K0Y1
Q7K175
Q7K1V5
Q7K1Y4
Q7K237
Q7K2B0
Q7K2D2
Q7K2G1
Q7K3B9
Q7K3L1
Q7K486
Q7K4B6
Q7K4N3
Q7K4Q5
Q7K4W1
Q7K550
Q7K7A9
Q7KBL8
Q7KKH3
Q7KLV9
Q7KM13
Q7KML2
Q7KN79
Q7KNA0
Q7KNF2
Q7KNS3
Q7KQM6
Q7KR04
Q7KRI2
Q7KRR5
Q7KRW1
Q7KRW8
Q7KRY6
Q7KS38
Q7KSC4
Q7KTX8
Q7KU86
Q7KUD5
Q7KUT2
Q7KVH9
Q7KVQ0
Q7KW14
Q7KW39
Q7M3M8
Q7YU24
Q7YU81
Q7YZA2
Q7YZH1
Q7Z020
Q868Z9
Q86B79
Q86B87
Q86BA1
Q86BE9
Q86BJ3
Q86BN8
Q86BS6
Q86LG1
Q86NP2
Q86PC9
Q86S05
Q8I0G5
Q8I0P1
Q8I7C3
Q8I7Z8
Q8I8U7
Q8I8V0
Q8IA42
Q8IH24
Q8IMP6
Q8IMX7
Q8IN78
Q8IN81
Q8INB9
Q8INK6
Q8INM3
Q8INQ7
Q8IPM8
Q8IQ13
Q8IRB5
Q8IRG6
Q8IRH5
Q8IRJ8
Q8IRR5
Q8IRW8
Q8IS44
Q8ITC7
Q8ML92
Q8MLV1
Q8MLY8
Q8MMC4
Q8MQJ9
Q8MR31
Q8MR62
Q8MS27
Q8MSU4
Q8MSV2
Q8MSX1
Q8MSX2
Q8MSY4
Q8MT06
Q8MT36
Q8MZC4
Q8ST83
Q8SWR2
Q8SWR8
Q8SWU7
Q8SX68
Q8SX83
Q8SX86
Q8SXQ7
Q8SXY6
Q8SY33
Q8SY61
Q8SY72
Q8SYD0
Q8SYG2
Q8SZ16
Q8SZ63
Q8SZZ8
Q8T053
Q8T088
Q8T0D4
Q8T0R7
Q8T390
Q8T3U2
Q8T4F7
Q8T626
Q8T6B9
Q8T8R1
Q8T9B6
Q8WSF3
Q8WTC1
Q94511
Q94514
Q94516
Q94517
Q94519
Q94521
Q94524
Q94527
Q94535
Q94545
Q94546
Q94547
Q94887
Q94899
Q94901
Q94918
Q94920
Q94981
Q95028
Q95029
Q95078
Q95083
Q95RA8
Q95RC0
Q95RI5
Q95RU0
Q95RV2
Q95RW8
Q95SK3
Q95SP2
Q95ST2
Q95SX8
Q95T64
Q95TN4
Q95TU8
Q95V55
Q95YI5
Q960E8
Q960N3
Q960T2
Q960W6
Q960X4
Q960X8
Q960Z0
Q961C9
Q961D9
Q961G1
Q967D7
Q9BJZ5
Q9GNK5
Q9GNL3
Q9GQF1
Q9GQN5
Q9GYU7
Q9GYU8
Q9GYV9
Q9I7D3
Q9I7I0
Q9I7I7
Q9I7K0
Q9I7K5
Q9I7K6
Q9I7S8
Q9I7T7
Q9I7W5
Q9I7X6
Q9N2M8
Q9N658
Q9NB04
Q9NBD7
Q9NBK5
Q9NBW1
Q9NDJ2
Q9NFP1
Q9NFP5
Q9NFU0
Q9NGC3
Q9NHD5
Q9NHE5
Q9NHV9
Q9NHX0
Q9NI63
Q9NIP6
Q9NIV1
Q9NJG9
Q9NJH0
Q9NK54
Q9NK57
Q9NKV0
Q9NLA6
Q9TVM2
Q9TVP3
Q9TVQ5
Q9U1H9
Q9U1M2
Q9U3V5
Q9U3V9
Q9U3Z7
Q9U405
Q9U4F3
Q9U4H5
Q9U5L1
Q9U5W9
Q9U6B8
Q9U6Y9
Q9U969
Q9U9Q4
Q9V333
Q9V345
Q9V359
Q9V3A4
Q9V3B4
Q9V3B6
Q9V3C0
Q9V3C1
Q9V3C5
Q9V3D4
Q9V3D5
Q9V3D6
Q9V3G7
Q9V3H2
Q9V3H8
Q9V3I5
Q9V3I8
Q9V3J1
Q9V3J8
Q9V3K3
Q9V3L1
Q9V3L6
Q9V3P6
Q9V3R6
Q9V3R8
Q9V3S9
Q9V3U0
Q9V3U2
Q9V3W6
Q9V3X4
Q9V3Z6
Q9V407
Q9V411
Q9V412
Q9V419
Q9V422
Q9V427
Q9V429
Q9V431
Q9V439
Q9V460
Q9V461
Q9V464
Q9V468
Q9V4A7
Q9V4C8
Q9V4F9
Q9V4I1
Q9V4K2
Q9V4Q8
Q9V4S8
Q9V4T5
Q9V4U9
Q9V4Z9
Q9V521
Q9V535
Q9V557
Q9V564
Q9V568
Q9V574
Q9V576
Q9V579
Q9V595
Q9V5C6
Q9V5N8
Q9V637
Q9V676
Q9V6A9
Q9V6B9
Q9V6G5
Q9V6K1
Q9V6K3
Q9V6L0
Q9V6L9
Q9V6Q2
Q9V6U9
Q9V6X7
Q9V719
Q9V771
Q9V774
Q9V784
Q9V785
Q9V7A7
Q9V7D2
Q9V7S5
Q9V7U0
Q9V7Y2
Q9V813
Q9V818
Q9V831
Q9V853
Q9V877
Q9V895
Q9V8I2
Q9V8R9
Q9V8Y7
Q9V8Y9
Q9V968
Q9V998
Q9V9A8
Q9V9E3
Q9V9I2
Q9V9K7
Q9V9S7
Q9V9V9
Q9V9W8
Q9V9X4
Q9V9Z9
Q9VA00
Q9VA38
Q9VA70
Q9VA73
Q9VA91
Q9VAC5
Q9VAC8
Q9VAD6
Q9VAF0
Q9VAI0
Q9VAI1
Q9VAJ4
Q9VAM6
Q9VAN0
Q9VAN6
Q9VAP3
Q9VAQ1
Q9VAQ7
Q9VAT2
Q9VAU9
Q9VAY3
Q9VB08
Q9VB11
Q9VB14
Q9VB62
Q9VB74
Q9VB98
Q9VBG6
Q9VBL6
Q9VBL7
Q9VBP3
Q9VBP9
Q9VBQ9
Q9VBV3
Q9VBV5
Q9VBW3
Q9VBW6
Q9VBW9
Q9VBX2
Q9VC27
Q9VC45
Q9VC49
Q9VC57
Q9VC61
Q9VCA2
Q9VCA5
Q9VCA8
Q9VCA9
Q9VCC0
Q9VCE6
Q9VCE9
Q9VCF0
Q9VCG4
Q9VCI0
Q9VCI3
Q9VCI5
Q9VCK0
Q9VCP0
Q9VCU5
Q9VCU9
Q9VCW0
Q9VCW1
Q9VCY3
Q9VCY8
Q9VCZ3
Q9VCZ8
Q9VD25
Q9VD26
Q9VD28
Q9VD73
Q9VD83
Q9VD92
Q9VDD1
Q9VDE5
Q9VDG2
Q9VDL1
Q9VDM1
Q9VDR1
Q9VDS5
Q9VDS6
Q9VDV3
Q9VE00
Q9VE04
Q9VE50
Q9VE86
Q9VEB3
Q9VEC1
Q9VEC3
Q9VEG9
Q9VEI3
Q9VEJ2
Q9VEN1
Q9VES1
Q9VET0
Q9VEU1
Q9VEU5
Q9VEU6
Q9VEX0
Q9VEX5
Q9VEX9
Q9VEZ5
Q9VF08
Q9VF26
Q9VF30
Q9VF87
Q9VF89
Q9VFB7
Q9VFC0
Q9VFE4
Q9VFE6
Q9VFI9
Q9VFJ3
Q9VFK3
Q9VFK6
Q9VFL5
Q9VFM9
Q9VFP1
Q9VFR0
Q9VFS5
Q9VFS8
Q9VFX1
Q9VG82
Q9VG93
Q9VG94
Q9VG95
Q9VG96
Q9VG98
Q9VGC3
Q9VGC7
Q9VGE8
Q9VGG5
Q9VGG8
Q9VGH7
Q9VGI8
Q9VGJ5
Q9VGK7
Q9VGN9
Q9VGP1
Q9VGR7
Q9VGS2
Q9VGU5
Q9VGW6
Q9VH07
Q9VH14
Q9VH20
Q9VH36
Q9VH39
Q9VH48
Q9VH90
Q9VH95
Q9VHA0
Q9VHB3
Q9VHH9
Q9VHI4
Q9VHN3
Q9VHN6
Q9VHS2
Q9VHS8
Q9VHV5
Q9VHY5
Q9VI25
Q9VI55
Q9VI60
Q9VI82
Q9VIE6
Q9VIF0
Q9VIF1
Q9VIK9
Q9VIP7
Q9VIP8
Q9VIS1
Q9VIV3
Q9VIW3
Q9VJ29
Q9VJ34
Q9VJ62
Q9VJ71
Q9VJD2
Q9VJD3
Q9VJE4
Q9VJI9
Q9VJN5
Q9VJQ5
Q9VJS8
Q9VJZ7
Q9VK07
Q9VK33
Q9VK34
Q9VK45
Q9VK89
Q9VKB4
Q9VKB9
Q9VKD3
Q9VKH0
Q9VKH6
Q9VKJ0
Q9VKJ1
Q9VKJ7
Q9VKK2
Q9VKN7
Q9VKQ3
Q9VKQ9
Q9VKV5
Q9VKV8
Q9VKY2
Q9VL18
Q9VL31
Q9VL52
Q9VL63
Q9VL72
Q9VL96
Q9VLA2
Q9VLC0
Q9VLD6
Q9VLJ0
Q9VLJ8
Q9VLK2
Q9VLK4
Q9VLN1
Q9VLP3
Q9VLP7
Q9VLP9
Q9VLR5
Q9VLR9
Q9VLS1
Q9VLS9
Q9VLT5
Q9VLT8
Q9VLU0
Q9VLU6
Q9VM08
Q9VM09
Q9VM17
Q9VM35
Q9VM60
Q9VM64
Q9VM65
Q9VM71
Q9VM92
Q9VM95
Q9VMC8
Q9VMJ7
Q9VMN5
Q9VMP9
Q9VMQ5
Q9VMS9
Q9VMT5
Q9VMT6
Q9VMV6
Q9VMW7
Q9VMW8
Q9VMW9
Q9VMX1
Q9VMX6
Q9VMY1
Q9VN14
Q9VN25
Q9VN27
Q9VN41
Q9VN45
Q9VN50
Q9VNB5
Q9VND8
Q9VNE9
Q9VNG0
Q9VNG1
Q9VNH1
Q9VNI3
Q9VNJ5
Q9VNK9
Q9VNP5
Q9VNS0
Q9VNT5
Q9VNV3
Q9VNX8
Q9VP04
Q9VP05
Q9VP22
Q9VP47
Q9VP65
Q9VPC0
Q9VPD2
Q9VPH0
Q9VPH7
Q9VPH8
Q9VPK7
Q9VPP5
Q9VPQ6
Q9VPR4
Q9VPS5
Q9VPT8
Q9VPU8
Q9VPW1
Q9VPY8
Q9VQ62
Q9VQ79
Q9VQ89
Q9VQE5
Q9VQG2
Q9VQI9
Q9VQK0
Q9VQP9
Q9VQS7
Q9VQU9
Q9VQX4
Q9VQZ6
Q9VR07
Q9VR52
Q9VR89
Q9VR91
Q9VR99
Q9VRI9
Q9VRJ2
Q9VRJ8
Q9VRJ9
Q9VRK8
Q9VRL3
Q9VRN5
Q9VRV7
Q9VRX6
Q9VS05
Q9VS24
Q9VS34
Q9VS38
Q9VS46
Q9VS48
Q9VS50
Q9VS59
Q9VS60
Q9VS97
Q9VSA3
Q9VSC1
Q9VSD7
Q9VSF2
Q9VSF3
Q9VSH3
Q9VSH4
Q9VSL7
Q9VSS2
Q9VSS7
Q9VSU7
Q9VSY4
Q9VSZ6
Q9VT28
Q9VT50
Q9VT51
Q9VT52
Q9VT53
Q9VT57
Q9VT65
Q9VT67
Q9VT70
Q9VT90
Q9VT92
Q9VTC2
Q9VTC4
Q9VTE0
Q9VTE2
Q9VTE5
Q9VTF9
Q9VTH4
Q9VTK2
Q9VTL1
Q9VTM0
Q9VTP4
Q9VTT9
Q9VTU0
Q9VTU1
Q9VTU3
Q9VTU4
Q9VTV1
Q9VTX8
Q9VTY4
Q9VU84
Q9VU95
Q9VUA0
Q9VUB4
Q9VUJ0
Q9VUM0
Q9VUN3
Q9VUQ8
Q9VUR0
Q9VUR3
Q9VUR7
Q9VUU5
Q9VUY0
Q9VUY8
Q9VUY9
Q9VV73
Q9VV74
Q9VVA0
Q9VVB4
Q9VVE2
Q9VVF7
Q9VVI2
Q9VVI9
Q9VVN2
Q9VVN4
Q9VVN6
Q9VVR1
Q9VVR4
Q9VVR6
Q9VVS4
Q9VVT2
Q9VVT5
Q9VVU5
Q9VVV9
Q9VVW5
Q9VVX0
Q9VVX3
Q9VVY3
Q9VW14
Q9VW15
Q9VW47
Q9VW51
Q9VW56
Q9VWA1
Q9VWA2
Q9VWA8
Q9VWD4
Q9VWD6
Q9VWE0
Q9VWH4
Q9VWV8
Q9VWV9
Q9VWY6
Q9VX09
Q9VX10
Q9VX32
Q9VXA8
Q9VXB5
Q9VXE5
Q9VXE6
Q9VXG1
Q9VXG4
Q9VXG8
Q9VXH9
Q9VXK0
Q9VXK6
Q9VXN4
Q9VXN9
Q9VXP4
Q9VXT7
Q9VXX8
Q9VXY0
Q9VXY2
Q9VY77
Q9VY93
Q9VYA8
Q9VYD1
Q9VYG2
Q9VYR0
Q9VYX1
Q9VYY4
Q9VZ09
Q9VZ23
Q9VZD5
Q9VZF4
Q9VZH1
Q9VZS3
Q9VZS5
Q9VZS6
Q9VZU2
Q9VZZ4
Q9VZZ9
Q9W020
Q9W021
Q9W032
Q9W040
Q9W088
Q9W0E8
Q9W0K0
Q9W0K4
Q9W0K7
Q9W0P3
Q9W0P5
Q9W0S9
Q9W0T1
Q9W0V1
Q9W0W6
Q9W0Y2
Q9W0Y6
Q9W107
Q9W123
Q9W138
Q9W141
Q9W157
Q9W1A2
Q9W1A4
Q9W1B0
Q9W1C9
Q9W1F4
Q9W1G0
Q9W1I2
Q9W1I9
Q9W1K5
Q9W1M8
Q9W1R4
Q9W1R5
Q9W1U4
Q9W1U5
Q9W1V1
Q9W1V3
Q9W1X4
Q9W1X7
Q9W1X9
Q9W1Y1
Q9W237
Q9W252
Q9W261
Q9W278
Q9W2D6
Q9W2D9
Q9W2E1
Q9W2F2
Q9W2M2
Q9W2N0
Q9W2U4
Q9W2U9
Q9W2X7
Q9W349
Q9W352
Q9W376
Q9W385
Q9W3C2
Q9W3J5
Q9W3M9
Q9W3R7
Q9W3Y0
Q9W415
Q9W420
Q9W422
Q9W462
Q9W484
Q9W495
Q9W4I5
Q9W4J5
Q9W4M9
Q9W4Q9
Q9W4S1
Q9W4X7
Q9W4Z4
Q9W534
Q9W549
Q9W552
Q9W568
Q9W589
Q9W5B6
Q9W5B9
Q9W5E0
Q9XTL9
Q9XTN2
Q9XY35
Q9XYF4
Q9XYN7
Q9XYP8
Q9XYQ2
Q9XYU0
Q9XZ08
Q9XZ58
Q9XZ63
Q9XZF0
Q9XZT1
Q9XZT6
Q9XZT7
Q9Y091
Q9Y0A7
Q9Y0H4
Q9Y0I1
Q9Y0Y6
Q9Y0Y7
Q9Y105
Q9Y113
Q9Y117
Q9Y140
Q9Y149
Q9Y1B2
Q9Y1I2
