Protein
O32528
O32583
O52982
P00350
P00363
P00370
P00393
P00448
P00452
P00490
P00509
P00547
P00550
P00561
P00562
P00582
P00634
P00803
P00804
P00811
P00816
P00861
P00864
P00888
P00893
P00894
P00895
P00903
P00904
P00909
P00926
P00934
P00935
P00936
P00944
P00946
P00954
P00959
P00960
P00962
P00963
P00968
P02916
P02918
P02919
P02920
P02921
P02925
P02930
P02931
P02932
P02942
P02943
P03004
P03014
P03023
P03024
P03030
P03061
P03813
P03817
P03819
P03825
P03841
P03959
P03960
P03961
P04036
P04079
P04128
P04152
P04335
P04391
P04395
P04693
P04805
P04816
P04825
P04846
P04949
P04951
P04968
P04982
P04983
P04994
P05020
P05041
P05042
P05050
P05052
P05100
P05458
P05459
P05523
P05637
P05706
P05707
P05719
P05791
P05793
P05804
P05825
P05827
P05847
P05852
P06129
P06134
P06136
P06149
P06282
P06609
P06611
P06612
P06616
P06709
P06710
P06720
P06721
P06722
P06846
P06864
P06959
P06960
P06961
P06965
P06968
P06971
P06972
P06974
P06983
P06986
P06987
P06988
P06989
P06992
P06993
P06996
P06999
P07000
P07001
P07003
P07004
P07010
P07013
P07014
P07017
P07018
P07021
P07023
P07024
P07026
P07102
P07109
P07117
P07118
P07330
P07363
P07395
P07464
P07604
P07623
P07639
P07648
P07649
P07650
P07654
P07658
P07762
P07813
P07821
P07822
P07913
P08142
P08178
P08179
P08189
P08190
P08191
P08192
P08194
P08200
P08201
P08202
P08203
P08245
P08312
P08331
P08337
P08368
P08369
P08370
P08371
P08372
P08390
P08394
P08395
P08400
P08401
P08506
P08555
P08660
P08722
P08839
P08956
P08957
P08997
P09029
P09030
P09053
P09099
P09126
P09127
P09147
P09148
P09151
P09152
P09153
P09154
P09155
P09158
P09162
P09163
P09169
P09184
P09323
P09372
P09373
P09377
P09378
P09391
P09394
P09424
P09546
P09549
P09551
P09557
P09831
P09832
P09833
P09835
P09836
P09996
P0A6A6
P0A6A8
P0A6B4
P0A6C1
P0A6C5
P0A6C8
P0A6D3
P0A6D5
P0A6E1
P0A6E4
P0A6E9
P0A6F1
P0A6F3
P0A6F9
P0A6G3
P0A6G5
P0A6G7
P0A6H1
P0A6H5
P0A6H8
P0A6I6
P0A6J1
P0A6J3
P0A6J8
P0A6K1
P0A6K3
P0A6K6
P0A6L0
P0A6L2
P0A6L4
P0A6L7
P0A6M2
P0A6M4
P0A6M8
P0A6N8
P0A6P1
P0A6P5
P0A6P7
P0A6P9
P0A6Q3
P0A6Q6
P0A6S0
P0A6S3
P0A6S5
P0A6T3
P0A6T5
P0A6T9
P0A6U3
P0A6U5
P0A6U8
P0A6V1
P0A6V5
P0A6V8
P0A6W0
P0A6W5
P0A6W9
P0A6X7
P0A6Y1
P0A6Y5
P0A6Z3
P0A6Z6
P0A700
P0A703
P0A705
P0A707
P0A712
P0A717
P0A720
P0A722
P0A725
P0A729
P0A738
P0A744
P0A746
P0A754
P0A756
P0A759
P0A761
P0A769
P0A772
P0A776
P0A786
P0A790
P0A796
P0A799
P0A7A2
P0A7A5
P0A7A7
P0A7A9
P0A7B1
P0A7B3
P0A7B5
P0A7B8
P0A7C2
P0A7C6
P0A7C8
P0A7D1
P0A7D4
P0A7D7
P0A7E1
P0A7E3
P0A7E5
P0A7E9
P0A7F3
P0A7F6
P0A7F9
P0A7G2
P0A7G6
P0A7I0
P0A7I4
P0A7I7
P0A7J0
P0A7L0
P0A7L8
P0A7M2
P0A7M9
P0A7N1
P0A7N4
P0A7N9
P0A7Q1
P0A7Q6
P0A7R1
P0A7V0
P0A7W1
P0A7Y8
P0A7Z0
P0A7Z4
P0A800
P0A805
P0A809
P0A812
P0A817
P0A821
P0A823
P0A828
P0A830
P0A832
P0A836
P0A840
P0A843
P0A847
P0A850
P0A853
P0A855
P0A858
P0A862
P0A867
P0A870
P0A873
P0A877
P0A879
P0A881
P0A894
P0A8A2
P0A8A4
P0A8B2
P0A8B5
P0A8D0
P0A8D3
P0A8D6
P0A8D9
P0A8E5
P0A8E7
P0A8F0
P0A8F4
P0A8G3
P0A8G6
P0A8G9
P0A8H3
P0A8H6
P0A8H8
P0A8I1
P0A8I3
P0A8I5
P0A8J4
P0A8J8
P0A8K1
P0A8K5
P0A8L1
P0A8L5
P0A8L7
P0A8M0
P0A8M3
P0A8M6
P0A8N0
P0A8N3
P0A8N5
P0A8N7
P0A8P1
P0A8P3
P0A8P8
P0A8Q0
P0A8Q3
P0A8R0
P0A8R4
P0A8R9
P0A8S1
P0A8S5
P0A8S9
P0A8T1
P0A8T7
P0A8U0
P0A8U2
P0A8U6
P0A8V0
P0A8V2
P0A8V6
P0A8W2
P0A8W8
P0A8X0
P0A8X2
P0A8Y1
P0A8Y3
P0A8Y5
P0A8Y8
P0A901
P0A903
P0A905
P0A908
P0A912
P0A915
P0A917
P0A921
P0A924
P0A927
P0A930
P0A932
P0A935
P0A937
P0A940
P0A948
P0A951
P0A953
P0A955
P0A959
P0A962
P0A968
P0A972
P0A976
P0A978
P0A982
P0A986
P0A988
P0A991
P0A993
P0A996
P0A998
P0A9A2
P0A9A6
P0A9A9
P0A9B2
P0A9B6
P0A9C0
P0A9C3
P0A9C5
P0A9C9
P0A9D2
P0A9D8
P0A9E0
P0A9E2
P0A9E5
P0A9F3
P0A9F6
P0A9F9
P0A9G2
P0A9G4
P0A9G6
P0A9G8
P0A9H1
P0A9H3
P0A9H7
P0A9H9
P0A9I1
P0A9I3
P0A9I5
P0A9I8
P0A9J0
P0A9J4
P0A9J6
P0A9J8
P0A9K1
P0A9K3
P0A9K7
P0A9L3
P0A9L5
P0A9M0
P0A9M2
P0A9M5
P0A9M8
P0A9N0
P0A9N4
P0A9N8
P0A9P4
P0A9P6
P0A9P9
P0A9Q1
P0A9Q7
P0A9Q9
P0A9R2
P0A9R7
P0A9S1
P0A9S5
P0A9S7
P0A9T0
P0A9T4
P0A9T8
P0A9U1
P0A9U3
P0A9U6
P0A9V5
P0A9V8
P0A9W0
P0A9W3
P0A9W6
P0A9W9
P0A9X1
P0A9X4
P0A9X9
P0A9Y6
P0A9Z1
P0AA04
P0AA16
P0AA25
P0AA31
P0AA39
P0AA41
P0AA43
P0AA47
P0AA49
P0AA53
P0AA57
P0AA60
P0AA67
P0AA70
P0AA73
P0AA76
P0AA78
P0AA80
P0AA82
P0AA84
P0AA86
P0AA89
P0AA91
P0AA93
P0AA95
P0AA97
P0AA99
P0AAA1
P0AAA3
P0AAA5
P0AAA7
P0AAA9
P0AAB8
P0AAC0
P0AAC4
P0AAC6
P0AAC8
P0AAD2
P0AAD4
P0AAD6
P0AAD8
P0AAE0
P0AAE2
P0AAE5
P0AAE8
P0AAF1
P0AAF3
P0AAF6
P0AAG0
P0AAG5
P0AAG8
P0AAH0
P0AAH4
P0AAH8
P0AAI1
P0AAI5
P0AAI9
P0AAJ3
P0AAJ5
P0AAJ8
P0AAK1
P0AAK4
P0AAK7
P0AAL0
P0AAL3
P0AAL6
P0AAL9
P0AAM3
P0AAM7
P0AAN1
P0AAN3
P0AAN5
P0AAN9
